GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
service.external.worldbank,com.hack23.cia.service.external.worldbank.impl,AbstractWorldBankApiImpl,0,6,0,0,0,3,0,2,0,2
service.external.worldbank,com.hack23.cia.service.external.worldbank.impl,WorldbankIndicatorApiImpl,9,62,0,2,3,11,0,4,0,3
service.external.worldbank,com.hack23.cia.service.external.worldbank.impl,WorldbankDataApiImpl,11,27,0,0,3,5,0,3,0,3
service.external.worldbank,com.hack23.cia.service.external.worldbank.impl,WorldbankTopicApiImpl,9,19,0,0,3,5,0,3,0,3
service.external.worldbank,com.hack23.cia.service.external.worldbank.impl,WorldbankCountryApiImpl,9,19,0,0,3,5,0,3,0,3
service.external.worldbank,com.hack23.cia.service.external.worldbank.api,DataFailureException,4,0,0,0,2,0,1,0,1,0
